Localitate,Total,Români,Maghiari,Romi,Ucraineni,Germani,Ruși/lipoveni,Turci,Tătari,Sârbi,Slovaci,Bulgari,Croați,Greci,Evrei,Cehi,Polonezi,Italieni,Chinezi,Armeni,Ceangăi,Altă ethnie,Ethnie nedeclarată,Ortodox,Romano-catolic,Reformat?,Penticostal,Greco catolic?,Baptist,Adventist de ziua a șaptea,Musulman,Unitarian,Creștin după Evangelie,Crestin de rit vechi,Evanghelic lutheran sinodo-presbiterian,Evanghelic,Evanghelic de confesiune augustan,Mozaică,Altă religie,Fără religie,Atei,Religie nedeclarată,
126,ªagu c. / Németság község (AR),3862,3534,145,105,6,47,0,0,0,1,14,8,0,0,1,0,0,0,0,0,0,0,1,3183,233,16,157,77,183,3,0,0,1,0,3,0,0,1,1,2,0,2
127,Sântana c. / Újszentanna község (AR),12936,10230,284,1929,26,452,1,0,0,1,6,0,0,0,1,0,1,2,0,0,0,3,0,10291,714,44,1483,86,152,27,0,3,1,0,9,5,2,0,90,22,0,7
128,Sãvârºin c. / Soborsin község (AR),3290,3228,33,1,10,12,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2771,49,11,308,2,74,48,4,1,0,0,1,0,0,0,5,0,0,16
129,Secusigiu c. / Székesút község (AR),5838,4811,411,290,13,82,0,0,0,213,12,2,1,0,0,0,0,3,0,0,0,0,0,4784,547,39,324,26,18,55,1,0,15,0,4,1,2,0,20,0,1,1
130,ªeitin c. / Sajtény község (AR),2996,2807,28,117,16,4,0,0,0,3,20,0,0,0,0,0,0,1,0,0,0,0,0,2471,34,9,281,167,15,6,0,0,0,0,7,1,1,0,0,4,0,0
131,Seleuº c. / Csigérszõllõs község (AR),3189,3152,13,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,5,3,482,1,371,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Semlac c. / Szemlak község (AR),3787,3060,136,364,28,138,0,0,0,1,41,1,0,0,0,1,0,0,0,0,0,17,0,2803,239,53,190,244,30,2,0,0,0,0,118,1,20,0,66,18,3,0
133,ªepreuº c. / Seprõs község (AR),2472,2214,21,229,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1933,10,1,165,1,63,296,0,0,0,0,0,1,0,0,0,1,0,1
134,ªicula c. / Sikula község (AR),4591,4523,18,37,7,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4113,17,6,224,17,143,54,0,0,1,1,0,1,0,0,6,0,0,8
135,ªilindia c. / Selénd község (AR),959,794,143,0,15,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,748,176,1,13,1,15,4,0,0,0,0,0,0,0,0,1,0,0,0
136,ªimand c. / Simánd község (AR),4144,3615,197,294,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3319,224,18,388,27,45,116,0,0,0,0,0,1,1,0,2,0,1,2
137,Sintea Mare c. / Szinte község (AR),3669,1836,1386,139,0,58,0,0,0,1,246,0,0,0,1,0,0,0,0,0,0,2,0,1297,967,773,25,402,58,66,2,7,0,0,45,2,2,0,15,5,0,3
138,ªiria c. / Világos község (AR),8140,6615,360,979,20,147,2,0,0,0,7,4,0,0,0,0,0,0,0,0,0,6,0,6389,491,29,837,32,223,123,0,0,1,0,4,1,0,0,7,3,0,0
139,ªiºtarovãþ c. / Sistaróc község (AR),383,362,4,11,1,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,338,7,0,17,1,16,1,0,0,1,0,0,0,0,0,0,0,0,2
140,Socodor c. / Székudvar község (AR),2285,2068,128,79,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1952,122,19,31,5,28,117,2,0,6,0,0,0,0,0,3,0,0,0
141,ªofronea c. / Sofronya község (AR),2566,1642,900,0,8,12,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1368,882,36,16,6,126,105,0,0,0,21,2,0,0,0,0,1,3,0
142,Târnova c. / Tornova község (AR),6240,5369,39,140,669,2,0,0,0,1,15,0,0,0,0,0,0,3,0,0,0,2,0,4385,24,3,1289,13,379,132,0,0,0,5,0,1,1,0,2,6,0,0
143,Tauþ c. / Feltót község (AR),2177,2149,5,8,11,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1838,43,4,130,68,91,2,0,0,0,0,0,0,0,0,1,0,0,0
144,Vãrãdia de Mureº c. / Tótvárad község (AR),2112,2084,10,2,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1912,5,1,142,33,17,2,0,0,0,0,0,0,0,0,0,0,0,0
145,Vârfurile c. / Halmágycsúcs község (AR),3298,3261,2,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3165,0,2,35,0,85,5,0,0,0,0,0,0,0,0,6,0,0,0
146,Vinga c. / Vinga község (AR),6388,3396,1589,562,92,51,0,0,0,25,155,512,0,0,0,1,0,2,0,0,0,3,0,3542,2270,134,293,6,108,6,1,4,4,1,0,0,1,4,6,8,0,0
147,Vladimirescu c. / Öthalom község (AR),10649,9880,335,128,21,229,0,1,0,5,37,4,0,0,0,1,0,7,0,0,0,1,0,8757,507,82,682,118,265,48,3,2,30,18,7,6,2,2,97,6,1,16
148,Zãbrani c. / Temeshidegkút község (AR),4472,4273,75,0,59,52,0,0,1,1,6,1,0,0,0,0,2,0,0,0,0,2,0,3698,206,15,379,95,46,25,0,0,3,0,1,1,0,0,1,2,0,0
149,Zãrand c. / Zaránd község (AR),2674,2432,6,226,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2396,11,0,207,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Zerind c. / Nagyzerénd község (AR),1466,91,1347,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75,40,1263,0,12,37,4,0,0,0,0,1,0,0,0,13,21,0,0
151,Zimandu Nou c. / Zimándújfalu község (AR),4489,2532,1891,35,6,18,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,2153,1813,122,77,11,144,29,0,0,0,1,20,4,1,0,100,13,1,0
152,Municipiul Piteªti (AG),168458,167006,152,826,16,77,23,46,1,6,3,3,1,69,16,1,1,34,5,39,0,126,7,165893,479,62,405,127,140,250,94,35,224,20,29,397,23,16,120,34,55,55
153,Municipiul CÂmpulung (AG),38209,37756,35,363,3,13,1,5,1,0,0,0,0,3,0,0,0,6,0,3,0,20,0,36899,200,15,295,23,25,109,6,0,246,19,8,263,7,0,80,0,13,1
154,Municipiul Curtea De Argeª (AG),32510,32352,48,53,1,6,3,7,0,3,1,1,0,3,0,0,0,7,0,3,0,22,0,32093,40,37,14,4,7,22,11,1,105,5,1,132,0,0,7,11,11,9
155,Oraª Costeªti (AG),10868,10760,2,102,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10755,6,0,54,2,0,19,0,0,2,0,0,7,0,0,7,15,0,1
156,Oraª Mioveni (AG),35801,35408,20,349,4,2,1,3,0,0,1,0,0,2,3,0,1,0,0,0,1,6,0,35197,52,12,218,17,0,53,13,1,64,0,1,96,0,2,36,17,14,8
157,Oraª Topoloveni (AG),10595,10568,3,16,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,10557,15,6,7,0,0,3,5,0,0,0,2,0,0,0,0,0,0,0
158,Albeªtii De Argeª (AG),5896,5896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5821,2,10,0,0,0,8,0,0,10,0,0,44,0,0,0,0,0,1
159,Albeªtii De Muscel (AG),4553,4475,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264,0,1,44,0,0,9,0,0,26,0,1,207,0,0,0,1,0,0
160,Albota (AG),3895,3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3887,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Aninoasa (AG),3364,3057,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3299,0,0,5,0,0,13,0,0,2,0,0,43,0,0,1,1,0,0
162,Arefu (AG),2786,2783,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,2,13,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
163,BÃbana (AG),2829,2825,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2804,0,4,3,0,0,0,0,0,4,0,0,9,0,0,0,0,0,5
164,BÃiculeªti (AG),6312,6169,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272,0,0,0,0,0,10,0,0,13,0,0,10,0,0,5,2,0,0
165,BÃlileªti (AG),4418,4400,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4298,3,4,71,2,0,7,0,0,33,0,0,0,0,0,0,0,0,0
166,BÂrla (AG),5855,5851,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5840,4,3,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0
167,Bascov (AG),8876,8786,0,85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8826,9,3,10,0,0,10,1,0,8,0,0,4,0,0,3,0,2,0
168,BeleÞi-negreªti (AG),1974,1964,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Berevoeªti (AG),3429,3424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3366,0,2,30,3,0,9,0,0,1,0,0,10,0,0,8,0,0,0
170,BogaÞi (AG),4981,4952,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4962,6,5,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0
171,Boteni (AG),2739,2728,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,0,0,6,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
172,BoÞeªti (AG),1345,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Bradu (AG),5140,5053,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102,5,0,21,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0
174,BrÃduleÞ (AG),2149,2147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2136,1,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
175,Budeasa (AG),3838,3811,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3807,2,2,5,0,2,5,0,0,11,0,0,0,0,0,0,0,4,0
176,Bughea De Jos (AG),2989,2974,2,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892,4,2,25,1,0,0,2,0,34,6,0,20,0,0,2,0,0,1
177,Buzoeªti (AG),6306,6303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6295,0,3,0,1,0,1,2,0,4,0,0,0,0,0,0,0,0,0
178,CÃldÃraru (AG),2984,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,CÃlineªti (AG),10527,9632,5,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10472,11,5,24,0,1,8,0,0,0,0,0,4,0,0,2,0,0,0
180,CÃteasca (AG),3751,3737,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638,2,0,102,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
181,Cepari (AG),2485,2481,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2483,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,CetÃÞeni (AG),3073,2995,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907,0,1,41,1,0,46,0,0,64,0,0,12,0,0,0,0,0,1
183,CicÃneªti (AG),2276,2270,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,CiofrÂngeni (AG),2662,2656,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637,0,5,0,0,0,14,0,0,0,0,0,5,0,0,1,0,0,0
185,CiomÃgeªti (AG),1362,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
186,Cocu (AG),2684,2683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Corbeni (AG),5656,5651,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5480,3,18,0,0,1,1,0,0,9,1,0,132,0,0,4,0,0,7
188,Corbi (AG),4395,4392,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4383,2,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,0
189,Coªeªti (AG),5484,5239,1,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5468,1,0,2,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0
190,Cotmeana (AG),2349,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
191,Cuca (AG),2347,2346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
192,DÂmbovicioara (AG),1066,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,0,3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
193,DÂrmaneªti (AG),3704,3639,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671,0,0,1,0,4,0,0,0,19,0,1,8,0,0,0,0,0,0
194,Davideªti (AG),2852,2095,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,2812,0,2,1,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0
195,Dobreªti (AG),1844,1839,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Domneªti (AG),3206,3198,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3203,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
197,DrÃganu (AG),1986,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Dragoslavele (AG),2549,1931,0,617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413,0,5,8,0,0,2,0,0,18,0,0,103,0,0,0,0,0,0
199,Godeni (AG),3377,3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3231,0,0,12,1,0,0,0,0,12,0,0,111,0,0,7,3,0,0
200,HÂrseªti (AG),2874,2816,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834,0,0,35,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0
201,HÂrtieªti (AG),5000,4397,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4902,1,2,3,1,0,18,0,0,71,0,0,2,0,0,0,0,0,0
202,Izvoru (AG),2662,2550,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Leordeni (AG),6089,6066,2,17,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6052,0,5,11,1,0,0,1,0,17,0,0,0,0,0,0,0,1,1
204,Lereªti (AG),5024,4938,0,83,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4832,0,1,8,0,0,15,0,0,48,0,1,119,0,0,0,0,0,0
205,Lunca Corbului (AG),3385,3382,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,0,2,7,2,1,8,0,0,0,0,0,1,0,0,0,0,0,0
206,MÃlureni (AG),4835,4820,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4812,1,2,3,0,2,1,0,0,3,0,0,11,0,0,0,0,0,0
207,MÃrÃcineni (AG),4528,4456,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4281,19,1,148,5,0,8,4,0,2,0,0,46,0,0,2,0,0,12
208,Meriªani (AG),4428,4252,3,171,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376,2,2,29,0,2,4,0,0,0,10,1,0,0,0,2,0,0,0
209,Miceªti (AG),4099,4092,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3779,2,2,0,3,0,0,0,0,128,0,0,184,0,0,1,0,0,0
210,MihÃeªti (AG),5882,5056,5,820,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5606,0,4,156,2,13,10,0,1,40,17,0,32,0,0,0,1,0,0
211,Mioarele (AG),1812,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Miroªi (AG),2830,2829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2826,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
213,MorÃreªti (AG),2200,2198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2190,2,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0
214,Moªoaia (AG),4313,4285,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4300,8,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0
215,MozÃceni (AG),2718,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0
216,MuªÃteªti (AG),4214,4205,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4174,0,1,18,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0
217,Negraªi (AG),2819,2817,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,2,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
218,Nucªoara (AG),1720,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,Oarja (AG),2888,2827,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2671,0,0,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,Pietroªani (AG),5943,5745,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5551,0,3,2,0,0,1,0,0,10,0,1,374,0,0,0,0,1,0
221,Poiana Lacului (AG),6781,6768,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6716,1,5,5,0,0,8,0,0,8,0,0,34,0,0,0,4,0,0
222,Poienarii De Argeª (AG),1167,1157,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,0,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0
223,Poienarii De Muscel (AG),3641,3629,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3634,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0
224,Popeªti (AG),4165,4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4161,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Priboieni (AG),3621,3596,3,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3608,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,RÃteªti (AG),3414,3356,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3376,0,1,34,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
227,Recea (AG),3272,3192,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3269,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
228,Rociu (AG),3014,2968,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3007,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,RucÃr (AG),6207,6176,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5750,1,0,12,0,0,13,0,0,13,0,0,418,0,0,0,0,0,0
230,SÃlÃtrucu (AG),2275,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
231,SÃpata (AG),2123,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,0,3,0,0,0,23,0,0,0,0,1,1,0,0,8,0,0,0
232,Schitu Goleªti (AG),4986,4820,2,162,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4648,3,2,95,1,7,4,1,0,81,0,0,138,0,0,5,1,0,0
233,Slobozia (AG),5124,4882,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5108,3,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0
234,StÂlpeni (AG),5147,5109,2,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4990,2,1,3,1,7,117,0,0,21,0,0,1,0,0,4,0,0,0
235,ªtefan Cel Mare (AG),2654,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,ªtefÃneªti (AG),12983,12607,5,356,0,4,0,0,0,2,0,3,0,3,0,0,0,1,0,0,0,2,0,12767,24,3,51,3,19,27,1,0,16,0,2,61,1,1,5,2,0,0
237,Stoeneªti (AG),4588,4587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4213,0,1,226,0,0,44,0,4,25,0,0,75,0,0,0,0,0,0
238,Stolnici (AG),3828,3725,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3821,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
239,ªuici (AG),2914,2896,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,0,2,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0
240,Suseni (AG),3536,3531,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3494,3,0,24,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
241,Teiu (AG),1876,1872,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1864,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Tigveni (AG),3689,3674,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633,0,17,14,0,0,7,0,0,9,0,0,8,0,0,0,0,0,1
243,ÞiÞeªti (AG),4641,4625,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986,0,0,46,0,17,9,0,0,581,0,0,2,0,0,0,0,0,0
244,Uda (AG),2595,2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Ungheni (AG),3698,3696,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3693,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
246,Valea Danului (AG),3127,3124,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3115,2,0,0,0,0,0,3,0,5,0,0,1,0,0,1,0,0,0
247,Valea Iaªului (AG),2815,2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772,4,0,16,0,0,0,0,0,2,0,0,20,0,0,0,0,0,1
248,Valea Mare PravÂÞ (AG),4271,3714,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149,3,3,62,1,0,0,0,0,38,0,0,3,0,0,0,12,0,0
249,Vedea (AG),4304,4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4299,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
250,VlÃdeªti (AG),3172,3044,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3114,0,0,0,0,0,37,0,0,12,0,0,2,0,0,7,0,0,0
251,Municipiul BacÃu (BC),175500,173041,191,1605,19,83,39,30,4,4,0,10,1,14,118,1,13,52,0,37,80,75,83,153849,19094,52,301,186,166,491,77,9,436,176,15,119,22,135,195,30,53,94
252,Municipiul Moineªti (BC),24210,23397,32,753,0,9,1,0,0,3,0,0,0,3,3,0,0,0,0,0,6,2,1,22353,1230,4,286,28,15,93,2,0,2,50,2,5,0,3,122,8,6,1
253,Municipiul Oneªti (BC),51416,50519,206,545,10,24,9,0,0,1,0,2,0,50,6,1,0,6,0,2,14,21,0,45291,5354,37,239,26,26,199,6,3,37,44,6,44,0,5,53,19,18,9
254,Oraª Buhuªi (BC),18746,18155,16,551,0,10,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,3,1,18322,264,3,55,13,0,28,1,4,0,18,2,0,2,7,25,0,1,1
255,Oraª Comaneªti (BC),23679,23166,69,395,0,9,2,0,0,0,0,0,0,2,0,0,2,3,1,0,0,30,0,21644,1369,6,294,17,109,124,4,2,5,26,1,0,0,0,63,6,2,7
256,Oraª DÃrmÃneªti (BC),14194,13421,11,759,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12406,1631,1,97,4,4,3,1,0,30,0,9,2,0,0,6,0,0,0
257,Oraª SlÃnic Moldova (BC),4996,4984,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2028,2944,2,2,2,0,0,0,2,10,0,0,1,0,0,5,0,0,0
258,Oraª TÂrgu Ocna (BC),13576,13364,19,152,2,9,0,0,0,0,0,0,0,2,2,0,0,2,0,14,5,2,3,12206,1197,3,57,4,2,74,1,0,9,2,0,2,2,2,9,1,4,1
259,Agãº c. / Agãº község (BC),6668,6430,204,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6306,332,1,6,0,1,15,0,0,0,3,0,4,0,0,0,0,0,0
